,Belgium,Bulgaria,Czechia,Denmark,Germany (until 1990 former territory of the FRG),Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,United Kingdom,Iceland,Norway,Turkey,United States,Japan
2011-03-01,334,370,360,221,2493,96,333,796,4826,2626,250,1962,29,173,246,11,471,12,413,201,1612,668,637,82,362,213,392,2436,14,87,2417,13732,3100
2011-04-01,331,370,359,218,2452,90,333,811,4815,2631,248,1925,30,177,238,11,462,12,411,194,1639,664,643,81,360,211,384,2494,13,89,2421,13927,3080
2011-05-01,336,370,352,215,2420,89,335,834,4842,2629,254,1981,31,177,234,11,463,12,414,192,1651,672,647,80,358,209,390,2528,13,90,2461,13858,3050
2011-06-01,343,371,360,220,2396,88,337,849,4930,2650,258,1985,32,172,231,11,466,11,409,185,1651,663,631,81,357,209,397,2535,13,89,2440,14085,3090
2011-07-01,360,369,346,222,2377,80,343,872,5018,2665,261,2039,33,162,232,12,465,11,425,177,1660,668,663,83,356,209,387,2568,12,91,2351,13748,3090
2011-08-01,367,374,335,223,2359,75,347,915,5089,2670,262,2072,35,158,227,12,464,10,427,172,1668,685,664,82,357,208,387,2614,12,89,2268,13857,2930
2011-09-01,362,375,346,226,2339,75,347,938,5186,2675,260,2163,37,157,217,12,472,11,442,180,1685,707,669,85,361,207,378,2632,12,93,2153,13908,2780
2011-10-01,349,379,348,227,2315,80,352,989,5247,2704,258,2165,40,158,204,12,467,11,458,200,1703,718,667,88,366,206,394,2678,12,92,2190,13681,2900
2011-11-01,342,387,330,229,2289,79,354,1011,5303,2718,259,2291,42,159,197,11,464,11,474,212,1712,741,689,89,371,205,386,2663,12,93,2152,13310,2930
2011-12-01,338,394,343,225,2267,75,354,1042,5369,2735,265,2383,42,157,197,12,471,12,473,201,1702,764,680,87,374,204,393,2651,11,92,2183,13102,2980
2012-01-01,345,395,351,223,2249,76,356,1057,5441,2748,270,2387,43,158,204,12,483,12,486,192,1697,758,655,83,376,203,397,2622,11,93,2161,12694,2980
2012-02-01,349,397,358,222,2237,77,356,1088,5527,2756,275,2483,44,161,207,12,486,11,482,193,1699,775,621,82,377,204,391,2596,11,86,2208,12789,2960
2012-03-01,348,397,365,227,2234,77,352,1116,5584,2780,279,2621,46,164,207,12,483,11,487,196,1706,793,641,81,375,205,377,2600,11,82,2210,12665,2970
2012-04-01,351,400,366,233,2235,69,345,1149,5668,2810,282,2651,48,170,202,12,481,11,502,200,1724,816,634,82,378,207,376,2562,11,82,2194,12608,2960
2012-05-01,356,403,352,238,2237,68,342,1176,5774,2836,285,2645,51,170,198,13,476,11,501,215,1742,818,639,84,376,208,416,2533,11,86,2144,12669,2880
2012-06-01,358,411,358,229,2234,69,344,1212,5827,2838,288,2707,51,162,196,13,469,12,502,220,1759,824,619,88,374,210,399,2544,11,86,2082,12806,2830
2012-07-01,358,418,370,223,2223,68,344,1228,5911,2837,293,2714,54,148,193,13,463,11,518,222,1774,834,637,94,379,212,406,2497,10,84,2108,12676,2850
2012-08-01,367,418,368,223,2207,66,344,1246,5939,2847,298,2715,53,142,192,13,462,12,517,225,1785,862,622,96,380,212,413,2483,10,85,2150,12495,2750
2012-09-01,378,417,363,222,2193,61,342,1263,5981,2886,303,2775,55,142,192,13,465,12,530,223,1782,862,632,97,376,211,413,2483,10,90,2228,12085,2770
2012-10-01,396,421,387,218,2190,62,337,1267,6000,2945,307,2890,57,149,192,13,471,12,539,214,1776,885,611,96,378,210,407,2500,10,92,2246,12204,2720
2012-11-01,408,423,383,212,2196,63,332,1287,6055,2976,311,2869,58,149,191,13,468,11,554,211,1779,890,601,95,382,211,425,2506,10,96,2308,12038,2690
2012-12-01,412,423,372,215,2206,66,328,1284,6068,2995,315,2878,61,143,188,14,473,11,572,219,1789,905,619,97,386,213,412,2508,10,95,2369,12315,2790
2013-01-01,413,430,377,217,2217,69,324,1296,6100,3023,316,2980,64,133,182,14,476,11,589,225,1816,907,626,101,390,215,402,2538,10,98,2356,12373,2780
2013-02-01,413,433,384,216,2224,67,323,1297,6123,3025,317,3003,65,128,175,14,476,11,601,231,1829,901,636,104,393,216,409,2491,10,99,2352,11941,2830
2013-03-01,414,435,380,217,2221,62,323,1318,6099,3044,317,2966,63,122,172,14,454,11,619,233,1842,893,654,108,392,216,425,2489,10,101,2414,11721,2730
2013-04-01,415,437,374,214,2210,56,325,1340,6088,3063,321,3047,68,117,174,14,448,12,625,229,1857,883,681,109,390,216,419,2505,10,102,2461,11754,2740
2013-05-01,417,432,380,215,2195,54,324,1347,6074,3050,319,3064,69,114,171,15,444,12,632,218,1843,881,655,109,389,215,400,2504,10,101,2445,11653,2740
2013-06-01,416,432,355,206,2180,53,317,1343,6069,3057,319,3083,70,113,170,15,445,12,648,224,1822,869,699,105,390,214,409,2473,10,98,2405,11816,2590
2013-07-01,420,432,368,210,2167,52,306,1344,6098,3042,318,3034,69,121,170,15,441,12,666,232,1800,870,632,100,388,215,405,2470,10,102,2455,11335,2540
2013-08-01,420,430,365,210,2157,54,298,1339,6063,2998,316,3102,72,123,171,15,435,12,670,234,1773,835,647,98,385,217,407,2447,10,103,2499,11258,2710
2013-09-01,422,436,371,202,2147,55,294,1347,6042,3039,322,3126,73,122,170,15,433,12,675,235,1749,820,638,96,385,220,414,2375,10,103,2529,11254,2610
2013-10-01,416,444,354,205,2140,59,291,1336,6016,2981,325,3106,73,117,171,15,412,12,680,238,1725,814,661,96,381,222,403,2315,10,100,2488,11167,2660
2013-11-01,416,444,362,200,2138,60,289,1332,5970,2983,327,3118,71,115,172,15,406,12,677,235,1720,803,637,97,378,223,414,2333,10,104,2497,10848,2610
2013-12-01,420,441,359,209,2139,58,289,1319,5871,2987,326,3161,71,116,171,15,383,12,687,238,1726,779,659,99,377,224,412,2314,10,108,2491,10373,2440
2014-01-01,428,426,342,202,2139,60,290,1311,5830,2997,327,3242,66,115,171,16,361,12,691,241,1745,766,643,101,376,225,417,2222,10,101,2590,10108,2430
2014-02-01,429,411,344,201,2130,56,291,1307,5750,3008,329,3245,67,116,167,15,350,11,699,244,1741,763,643,102,376,225,411,2177,10,96,2622,10352,2380
2014-03-01,428,400,351,193,2117,54,285,1301,5731,3008,333,3220,71,114,161,15,348,12,692,245,1710,757,650,102,374,226,417,2134,10,91,2673,10444,2430
2014-04-01,423,384,328,189,2103,52,278,1304,5689,2991,334,3182,70,110,161,15,354,12,684,238,1661,753,635,99,370,228,419,2083,10,93,2706,9711,2410
2014-05-01,421,378,327,195,2090,47,272,1304,5659,2990,332,3219,70,106,164,16,363,12,672,234,1611,744,624,98,366,230,394,2034,9,90,2764,9805,2370
2014-06-01,420,377,330,196,2085,47,268,1285,5610,2998,328,3074,70,104,162,16,361,12,656,244,1563,743,633,96,361,232,422,1991,9,95,2841,9511,2440
2014-07-01,420,386,307,199,2089,48,266,1267,5596,3007,323,3229,70,106,154,16,347,12,648,246,1512,734,616,96,358,233,405,1946,9,97,2949,9603,2480
2014-08-01,422,389,319,199,2095,51,264,1255,5531,3010,321,3141,70,107,153,16,335,12,637,242,1474,703,627,96,355,236,418,1935,9,104,2951,9563,2310
2014-09-01,424,391,311,199,2098,50,258,1250,5499,3055,320,3259,70,106,147,16,322,12,630,246,1449,693,601,97,347,240,405,1925,9,102,3053,9259,2350
2014-10-01,422,376,303,198,2089,46,250,1244,5505,3062,319,3290,71,105,152,16,327,11,632,247,1439,698,628,98,344,242,416,1884,8,106,3052,9015,2380
2014-11-01,423,360,312,198,2069,44,244,1235,5471,3091,317,3346,72,103,155,16,325,11,635,247,1435,693,629,98,340,243,414,1827,8,104,3085,9143,2290
2014-12-01,423,343,307,189,2041,44,243,1232,5443,3076,318,3139,72,99,150,17,330,11,643,245,1428,694,607,96,337,243,392,1812,8,108,3033,8690,2270
2015-01-01,430,334,311,186,2016,45,244,1232,5358,3051,319,3147,71,96,141,17,337,11,645,241,1424,700,642,92,337,244,409,1799,8,114,3016,8802,2360
2015-02-01,436,327,303,184,1998,44,243,1233,5283,3046,320,3140,70,97,136,17,334,11,633,238,1405,689,653,91,332,245,411,1789,8,119,3012,8614,2310
2015-03-01,439,331,299,191,1989,46,238,1228,5237,3061,317,3187,68,99,133,17,329,11,626,249,1372,673,639,92,328,247,392,1777,8,121,3009,8560,2270
2015-04-01,432,332,281,188,1981,47,234,1211,5213,3079,313,3111,66,96,137,18,317,11,625,259,1332,654,644,95,322,247,406,1820,8,119,2986,8561,2220
2015-05-01,425,328,271,184,1968,44,230,1199,5177,3101,311,3108,65,97,135,18,315,12,617,262,1301,636,632,96,317,249,400,1822,8,124,3029,8787,2200
2015-06-01,416,319,261,182,1952,40,225,1196,5138,3087,306,3124,64,99,136,18,310,11,611,254,1284,633,629,95,314,251,391,1801,8,130,3075,8266,2240
2015-07-01,395,306,263,181,1933,36,219,1194,5028,3066,302,2973,64,99,135,18,307,11,603,246,1281,632,609,92,312,253,372,1763,7,127,3038,8187,2230
2015-08-01,393,295,257,180,1918,37,217,1184,4947,3057,299,2923,62,99,135,18,295,11,604,246,1274,632,625,89,309,253,364,1749,7,126,3056,7937,2230
2015-09-01,404,281,245,176,1907,38,217,1190,4887,3042,296,2917,59,98,133,18,294,11,609,248,1261,639,614,87,306,253,381,1711,7,124,3083,7920,2260
2015-10-01,424,270,250,177,1901,43,217,1180,4851,3028,293,2961,56,99,133,18,290,11,616,254,1247,637,604,85,302,252,375,1654,7,127,3148,7930,2110
2015-11-01,434,265,237,178,1896,45,216,1174,4774,3020,289,2899,54,99,128,18,287,11,596,260,1226,629,600,85,297,251,360,1649,7,132,3109,8059,2160
2015-12-01,433,263,232,177,1888,44,214,1159,4752,3018,282,2960,53,99,126,18,279,11,588,265,1199,619,596,85,293,249,376,1641,7,132,3087,7894,2160
2016-01-01,417,262,234,176,1874,45,207,1164,4684,3029,273,2949,52,100,118,18,269,11,574,270,1161,611,582,83,286,247,367,1662,6,142,3044,7655,2140
2016-02-01,409,264,223,176,1858,43,205,1149,4661,3060,265,2999,53,98,117,18,262,11,581,271,1135,616,565,82,283,244,373,1656,6,137,3015,7766,2180
2016-03-01,407,267,217,175,1844,46,205,1144,4625,3011,259,2946,53,96,119,18,258,11,574,262,1114,606,560,82,280,243,384,1632,6,138,2977,7973,2140
2016-04-01,408,266,218,180,1833,44,206,1131,4638,2983,252,3011,53,95,116,18,249,11,572,266,1099,589,545,80,278,241,356,1614,6,134,3007,7994,2140
2016-05-01,404,264,211,178,1825,45,206,1133,4604,2957,247,2976,54,95,123,17,239,11,560,281,1089,574,544,80,275,240,379,1611,6,133,3150,7624,2110
2016-06-01,401,259,220,175,1813,48,204,1130,4552,2936,244,3012,55,96,120,17,232,11,550,281,1078,569,531,78,270,238,355,1613,6,133,3331,7807,2080
2016-07-01,390,247,223,177,1795,47,197,1126,4472,2894,240,2992,55,97,119,17,229,10,541,279,1067,563,534,74,267,236,357,1614,6,132,3387,7687,2020
2016-08-01,384,238,202,177,1767,53,194,1123,4413,2911,236,2961,55,96,115,18,227,10,521,278,1051,562,518,74,263,234,375,1572,6,133,3487,7746,2090
2016-09-01,374,231,206,182,1737,49,185,1112,4360,2924,233,3058,56,95,113,18,222,9,510,273,1027,562,537,76,258,234,351,1574,6,132,3500,7999,2010
2016-10-01,362,224,201,179,1707,50,178,1112,4277,2976,231,3021,56,93,112,18,212,10,502,263,1002,547,484,81,253,235,366,1568,6,129,3649,7817,1980
2016-11-01,360,218,192,174,1683,46,174,1116,4264,2975,229,3093,54,92,111,18,210,9,499,256,970,538,482,83,248,235,364,1547,6,123,3695,7528,2020
2016-12-01,364,216,190,172,1669,44,173,1118,4206,2934,228,3050,53,91,112,18,198,10,482,252,939,517,476,82,244,235,369,1529,6,117,3732,7478,2010
2017-01-01,379,215,187,178,1662,41,174,1102,4173,2850,225,3028,52,91,114,17,198,9,480,253,898,513,458,78,239,235,365,1516,6,113,3692,7466,2010
2017-02-01,386,215,179,183,1660,38,172,1077,4137,2810,220,2963,52,88,113,17,198,9,473,257,877,502,466,74,236,236,368,1506,6,118,3656,7425,1940
2017-03-01,380,214,172,177,1657,39,166,1056,4093,2808,216,2976,51,86,109,16,203,9,463,257,874,498,469,71,235,237,340,1492,6,123,3599,7094,1860
2017-04-01,365,213,175,170,1653,44,158,1043,4004,2815,212,2877,51,87,110,16,202,9,456,254,887,489,449,68,235,237,365,1461,6,126,3512,7102,1870
2017-05-01,358,210,160,174,1647,48,154,1040,3934,2824,205,2943,50,88,105,16,201,9,456,247,889,476,481,67,232,235,364,1458,6,125,3508,7039,2060
2017-06-01,355,210,157,175,1637,45,153,1023,3869,2826,200,2880,48,88,102,16,197,9,446,243,873,472,469,67,222,233,353,1446,6,120,3451,6940,1900
2017-07-01,358,210,151,178,1625,41,155,1004,3828,2853,198,2964,45,87,99,16,197,9,436,243,848,464,451,66,220,231,371,1421,6,114,3484,6903,1900
2017-08-01,357,209,147,176,1612,36,155,993,3808,2835,196,2959,44,85,98,16,188,9,426,243,830,454,446,66,218,230,346,1403,6,112,3379,7047,1860
2017-09-01,347,202,141,171,1596,40,156,998,3796,2776,192,2908,44,83,95,16,185,10,422,235,815,443,443,65,216,230,368,1402,6,110,3390,6869,1870
2017-10-01,335,197,136,166,1576,37,153,1000,3786,2723,187,2872,43,82,97,16,181,9,404,239,794,437,435,62,214,229,368,1412,6,109,3296,6576,1830
2017-11-01,321,195,133,159,1555,38,150,997,3779,2684,183,2864,43,81,97,16,179,9,397,247,772,417,426,61,211,229,342,1432,7,111,3267,6721,1810
2017-12-01,312,192,129,160,1534,40,146,990,3764,2686,177,2813,44,79,98,16,174,10,395,248,744,408,412,59,206,228,354,1414,7,112,3180,6551,1830
2018-01-01,305,185,124,153,1516,47,142,974,3736,2726,172,2856,42,78,96,16,174,9,380,237,702,404,398,58,199,224,359,1389,7,111,3160,6558,1640
2018-02-01,305,180,132,155,1503,47,139,970,3695,2732,167,2806,41,76,95,16,170,9,367,227,672,391,395,57,193,220,310,1404,6,107,3144,6663,1720
2018-03-01,308,177,123,149,1494,42,139,953,3633,2722,162,2840,38,76,95,16,172,9,357,222,655,383,384,56,189,215,327,1393,6,109,3171,6492,1700
2018-04-01,317,178,120,158,1488,36,140,941,3566,2711,158,2853,36,76,88,16,170,9,355,218,642,368,395,56,188,211,348,1355,6,107,3292,6429,1710
2018-05-01,315,179,122,155,1485,35,140,923,3510,2698,155,2764,36,77,85,16,170,9,352,215,641,366,391,56,186,207,330,1310,6,108,3407,6180,1550
2018-06-01,307,177,123,154,1482,34,138,916,3451,2684,155,2817,36,76,88,16,170,9,354,219,652,356,382,55,182,205,353,1323,6,108,3522,6500,1680
2018-07-01,300,178,122,153,1477,36,136,907,3415,2688,151,2681,36,72,88,17,174,9,348,223,670,355,378,54,177,202,349,1342,6,111,3574,6202,1720
2018-08-01,290,176,130,147,1468,37,135,899,3399,2685,145,2642,36,70,87,17,177,9,353,220,672,361,377,52,173,199,346,1357,6,113,3644,6146,1680
2018-09-01,287,171,115,148,1454,40,135,892,3369,2672,141,2682,36,68,91,17,173,9,343,224,667,341,362,50,171,195,353,1356,6,111,3717,6069,1590
2018-10-01,294,163,110,145,1438,37,137,879,3343,2641,138,2786,33,68,91,16,171,9,337,221,655,343,371,47,169,191,343,1330,6,112,3806,6100,1630
2018-11-01,294,157,105,157,1421,32,136,877,3310,2615,134,2733,34,68,86,16,171,9,326,213,648,345,372,45,167,188,347,1320,6,104,3982,6046,1700
2018-12-01,291,156,116,153,1408,30,132,873,3288,2610,131,2692,33,67,88,16,170,9,329,211,648,343,360,45,163,185,363,1287,6,104,4162,6276,1660
2019-01-01,284,159,112,159,1399,30,124,880,3277,2594,129,2694,34,66,89,16,164,9,329,215,649,340,353,47,162,184,336,1283,6,107,4325,6506,1700
2019-02-01,279,158,105,154,1391,32,120,873,3261,2569,127,2713,34,64,89,16,159,10,312,216,640,335,346,47,159,185,368,1254,6,107,4429,6210,1610
2019-03-01,278,152,115,160,1383,28,120,857,3252,2548,125,2625,34,63,89,17,158,9,307,216,619,333,331,46,157,185,399,1250,7,100,4488,6192,1710
2019-04-01,281,145,109,156,1373,35,126,832,3243,2515,122,2619,33,62,88,17,161,9,300,214,586,340,355,45,157,185,353,1259,7,93,4481,5863,1670
2019-05-01,280,140,112,149,1361,35,125,818,3243,2503,121,2589,32,62,89,17,161,9,302,209,564,342,352,44,157,185,365,1298,7,95,4512,5909,1630
2019-06-01,278,136,100,142,1353,32,125,810,3259,2512,121,2535,32,62,91,18,162,9,313,203,555,340,343,46,158,185,357,1278,7,102,4517,5969,1610
2019-07-01,272,134,112,144,1350,29,123,805,3287,2520,121,2579,31,62,92,17,157,9,313,203,546,335,362,49,159,186,390,1285,7,108,4634,6038,1550
2019-08-01,267,132,104,150,1357,28,120,797,3298,2515,119,2490,30,60,96,17,161,9,321,203,534,332,347,50,159,187,395,1278,7,107,4603,5994,1560
2019-09-01,264,134,114,160,1373,30,118,794,3252,2478,117,2561,29,58,97,17,164,9,323,203,519,341,368,50,159,186,369,1267,7,110,4525,5772,1660
2019-10-01,261,140,109,158,1392,29,115,780,3230,2457,114,2512,29,57,94,17,166,9,323,196,505,338,350,48,158,186,368,1255,7,109,4424,5831,1650
2019-11-01,262,142,114,155,1408,30,115,771,3194,2441,113,2525,29,57,96,17,159,9,324,192,495,348,361,47,158,185,407,1237,7,113,4320,5819,1530
