,Belgium,Bulgaria,Czechia,Denmark,Germany (until 1990 former territory of the FRG),Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,United Kingdom,Iceland,Norway,Turkey,United States,Japan
1997-02-01,384,383,219,154,3725,0,161,0,3042,2864,0,2581,0,0,0,5,361,9,526,174,1969,390,684,64,274,331,463,2023,0,91,0,7098,2300
1997-03-01,385,399,218,150,3750,0,160,0,3020,2860,0,2583,0,0,0,4,359,9,519,174,1927,382,705,64,275,329,463,1996,0,90,0,7007,2210
1997-04-01,385,422,227,148,3767,0,158,0,3027,2872,0,2623,0,0,0,4,357,10,512,174,1886,374,706,64,277,328,452,1983,0,93,0,6868,2190
1997-05-01,386,438,238,148,3776,0,156,0,3039,2863,0,2623,0,0,0,5,356,10,504,175,1861,367,708,65,278,323,451,1976,0,97,0,6698,2320
1997-06-01,389,441,247,147,3780,0,154,0,3072,2853,0,2626,0,0,0,5,357,10,496,176,1852,366,710,66,276,317,465,1991,0,94,0,6792,2280
1997-07-01,392,440,250,147,3781,0,151,0,3039,2863,0,2529,0,0,0,5,357,10,489,178,1838,378,722,67,275,311,446,1941,0,92,0,6624,2300
1997-08-01,393,438,256,146,3780,0,149,0,2996,2854,0,2530,0,0,0,5,357,10,481,180,1816,379,712,68,279,306,425,1894,0,87,0,6640,2290
1997-09-01,394,433,261,144,3777,0,147,0,3004,2846,0,2532,0,0,0,5,357,10,473,181,1790,377,724,69,284,303,419,1852,0,85,0,6688,2340
1997-10-01,395,423,266,145,3776,0,145,0,2966,2853,0,2600,0,0,0,5,357,10,465,182,1761,370,739,69,288,301,413,1837,0,80,0,6430,2370
1997-11-01,395,412,282,144,3778,0,142,0,2926,2842,0,2598,0,0,0,5,359,10,457,183,1738,361,756,69,287,300,403,1810,0,80,0,6270,2390
1997-12-01,397,404,290,144,3782,0,140,0,2895,2828,0,2600,0,0,0,5,361,10,449,184,1717,353,766,70,285,297,387,1763,0,78,0,6440,2400
1998-01-01,399,401,294,144,3785,0,137,0,2816,2841,0,2569,0,0,235,5,361,10,440,186,1694,356,749,71,298,294,388,1751,0,77,0,6398,2430
1998-02-01,400,400,298,137,3783,0,134,0,2763,2826,0,2569,0,0,236,5,361,10,433,187,1681,340,730,71,302,293,389,1760,0,75,0,6311,2470
1998-03-01,403,391,305,138,3773,0,131,0,2752,2814,0,2569,0,0,235,5,361,10,425,186,1673,329,708,72,303,291,370,1751,0,76,0,6422,2610
1998-04-01,403,373,308,137,3756,0,128,489,2742,2833,0,2674,0,164,234,5,358,10,417,184,1675,315,707,73,304,291,381,1741,0,80,0,5981,2740
1998-05-01,402,361,310,138,3733,0,126,492,2753,2824,0,2672,0,166,231,5,357,10,409,182,1684,300,723,73,305,292,391,1736,0,77,0,6054,2780
1998-06-01,399,353,325,135,3706,0,124,491,2783,2816,0,2669,0,166,227,5,355,10,401,180,1698,310,716,73,311,292,358,1735,0,76,0,6215,2800
1998-07-01,399,346,344,138,3677,0,122,499,2759,2823,0,2633,0,163,220,5,352,10,394,178,1714,305,719,72,320,290,366,1744,0,73,0,6220,2780
1998-08-01,403,340,345,138,3647,0,119,506,2744,2818,0,2630,0,160,217,5,346,10,387,176,1734,295,712,72,323,285,358,1737,0,70,0,6213,2960
1998-09-01,405,338,360,137,3617,0,117,505,2721,2817,0,2628,0,158,217,5,340,10,380,173,1763,287,722,72,328,278,334,1734,0,65,0,6335,2930
1998-10-01,398,340,386,136,3588,0,115,503,2682,2831,0,2678,0,156,220,5,334,10,374,171,1803,281,720,71,326,273,327,1720,0,63,0,6271,2950
1998-11-01,393,347,381,136,3561,0,112,519,2632,2835,0,2673,0,155,223,5,327,10,367,167,1843,294,737,71,329,272,336,1713,0,67,0,6048,3050
1998-12-01,393,354,380,138,3534,0,110,516,2583,2842,0,2670,0,155,226,4,315,10,362,164,1880,287,738,72,340,273,328,1730,0,64,0,5949,3010
1999-01-01,389,357,417,141,3507,0,108,519,2486,2852,0,2593,0,156,230,4,293,10,356,161,1954,284,762,70,356,272,324,1731,0,63,0,5990,3060
1999-02-01,392,361,420,142,3479,0,105,524,2400,2857,0,2589,0,156,232,4,292,10,352,160,2047,286,764,68,371,269,312,1725,0,62,0,6074,3140
1999-03-01,396,364,436,142,3451,0,105,524,2343,2858,0,2585,0,156,234,4,288,10,347,160,2116,288,779,68,386,266,313,1728,0,67,0,5789,3190
1999-04-01,396,368,447,143,3423,0,105,550,2295,2863,0,2598,0,155,232,4,286,11,343,160,2171,298,775,72,393,264,308,1727,0,67,0,6063,3210
1999-05-01,394,376,454,141,3396,0,105,549,2273,2850,0,2591,0,155,236,4,283,11,339,159,2218,299,788,72,402,263,296,1720,0,67,0,5812,3170
1999-06-01,381,385,443,140,3371,0,102,547,2293,2828,0,2585,0,156,242,4,279,11,334,157,2265,291,806,73,414,262,299,1707,0,66,0,5965,3240
1999-07-01,363,396,450,142,3348,0,99,549,2287,2807,0,2567,0,157,253,4,276,11,331,153,2320,283,832,72,420,260,296,1695,0,68,0,5984,3280
1999-08-01,359,412,472,151,3327,0,96,551,2294,2773,0,2561,0,159,260,4,275,11,328,151,2382,275,858,72,428,258,297,1683,0,71,0,5853,3210
1999-09-01,345,432,481,148,3305,0,98,550,2289,2738,0,2557,0,160,266,4,274,11,325,150,2443,272,862,72,435,257,294,1642,0,79,0,5938,3150
1999-10-01,339,448,482,149,3282,0,99,562,2266,2717,0,2507,0,162,268,4,274,11,322,150,2495,261,878,71,446,258,284,1656,0,81,0,5779,3130
1999-11-01,334,460,472,149,3257,0,97,566,2263,2679,0,2502,0,162,269,4,272,11,319,153,2547,266,870,70,458,260,280,1646,0,80,0,5697,3090
1999-12-01,328,469,476,149,3232,0,95,565,2237,2640,0,2495,0,162,268,4,271,11,316,158,2603,272,872,68,464,260,280,1669,0,80,0,5611,3140
2000-01-01,319,479,483,143,3206,0,92,525,2214,2624,263,2486,14,160,264,4,269,11,313,162,2664,280,855,65,464,261,277,1635,0,80,0,5717,3180
2000-02-01,310,496,478,131,3183,101,89,529,2160,2586,266,2479,15,159,265,4,268,11,310,162,2734,271,856,64,471,264,271,1633,0,81,0,5830,3290
2000-03-01,302,517,473,126,3162,95,88,529,2120,2550,271,2473,15,158,267,4,266,11,307,157,2786,261,844,65,476,264,264,1622,0,79,0,5735,3270
2000-04-01,304,534,471,125,3145,97,89,529,2090,2532,277,2423,17,158,272,4,264,10,303,145,2800,259,862,67,480,259,265,1615,0,76,0,5540,3240
2000-05-01,302,546,460,127,3129,94,87,527,2082,2501,282,2413,17,158,276,4,261,10,299,138,2808,262,876,69,490,253,253,1577,0,70,0,5766,3130
2000-06-01,299,559,444,124,3116,95,86,525,2092,2473,285,2404,15,158,279,4,257,10,294,137,2780,258,887,69,495,249,262,1530,0,70,0,5653,3160
2000-07-01,299,576,449,118,3104,95,84,520,2103,2453,289,2368,14,158,281,4,254,10,290,142,2759,261,892,68,505,247,253,1518,0,74,0,5717,3150
2000-08-01,310,591,444,115,3092,98,81,519,2092,2430,293,2360,15,158,281,4,251,10,285,145,2747,266,892,66,472,248,248,1524,0,77,0,5873,3120
2000-09-01,303,600,441,113,3081,98,78,517,2079,2407,296,2351,15,158,278,4,248,10,280,146,2766,266,901,64,473,249,238,1528,0,77,0,5628,3160
2000-10-01,299,608,438,113,3068,98,75,489,2073,2395,298,2285,15,159,273,4,245,10,276,146,2803,259,895,61,479,247,237,1504,0,75,0,5540,3170
2000-11-01,291,614,438,116,3052,99,73,491,2046,2377,301,2283,15,158,273,4,243,10,270,144,2851,246,892,60,487,244,237,1481,0,77,0,5620,3240
2000-12-01,278,621,427,118,3034,98,74,490,1992,2360,297,2278,14,157,276,4,239,11,266,141,2908,251,875,60,491,241,226,1467,0,80,0,5597,3240
2001-01-01,266,632,433,122,3017,99,75,480,1920,2347,294,2232,13,155,287,4,236,11,260,138,2970,254,863,59,500,241,275,1461,0,80,0,6029,3260
2001-02-01,261,644,428,125,3004,94,74,481,1911,2334,293,2226,12,152,287,3,233,11,257,138,3013,265,845,58,498,240,271,1432,0,79,0,6061,3190
2001-03-01,265,657,416,125,2998,96,74,481,1884,2322,290,2219,12,149,285,3,231,12,253,142,3071,268,828,59,500,239,264,1403,0,76,0,6139,3220
2001-04-01,281,685,420,123,3003,97,74,489,1854,2306,287,2173,13,146,283,3,230,12,251,149,3139,271,820,58,507,239,262,1375,0,75,0,6336,3270
2001-05-01,287,689,418,122,3015,92,75,488,1897,2300,284,2163,14,145,283,3,229,12,249,154,3190,272,819,57,506,238,264,1412,0,76,0,6237,3330
2001-06-01,278,686,416,125,3032,87,78,488,1881,2298,282,2152,14,144,283,4,228,12,247,156,3205,273,814,57,506,237,263,1451,0,80,0,6491,3350
2001-07-01,266,684,413,129,3052,89,82,486,1889,2280,281,2158,12,145,282,4,228,12,247,154,3190,274,812,58,504,238,271,1471,0,80,0,6564,3380
2001-08-01,271,680,428,135,3076,85,85,485,1911,2284,280,2149,12,145,282,4,226,13,248,154,3194,270,816,59,506,238,271,1468,0,81,0,7058,3410
2001-09-01,288,670,419,136,3101,86,85,484,1896,2290,279,2143,12,146,281,4,225,12,249,156,3211,269,825,62,507,239,268,1459,0,84,0,7135,3540
2001-10-01,315,660,399,138,3125,77,84,496,1905,2277,278,2119,13,152,289,4,225,12,252,160,3243,270,824,63,510,239,286,1469,0,87,0,7721,3540
2001-11-01,320,665,408,138,3148,80,85,496,1932,2281,276,2114,13,151,285,4,224,13,255,164,3278,271,845,66,507,239,267,1491,0,84,0,7983,3640
2001-12-01,325,663,403,135,3169,77,84,495,1975,2279,279,2107,12,145,281,4,224,13,259,168,3300,271,877,67,499,238,271,1496,0,86,0,8206,3660
2002-01-01,322,654,381,130,3188,77,85,492,2054,2243,282,2047,11,136,275,4,225,12,264,171,3321,281,908,66,493,237,270,1467,0,85,0,8209,3510
2002-02-01,321,655,389,125,3209,77,87,492,2150,2240,283,2041,10,133,264,4,226,12,269,172,3328,280,911,65,489,236,269,1478,0,90,0,8209,3570
2002-03-01,321,644,377,122,3232,76,90,491,2105,2242,282,2035,10,138,249,4,227,12,275,169,3352,289,922,63,485,236,271,1506,0,89,0,8314,3580
2002-04-01,317,636,363,123,3258,71,89,479,2113,2237,281,2122,11,149,229,4,226,11,282,162,3403,295,918,61,485,237,275,1528,0,90,0,8614,3530
2002-05-01,318,630,378,126,3292,69,90,479,2115,2245,279,2113,12,152,215,5,227,11,289,159,3390,312,911,61,488,238,268,1504,0,87,0,8462,3610
2002-06-01,319,622,368,129,3332,74,89,478,2153,2256,279,2105,11,146,208,5,228,11,295,160,3458,324,905,59,485,238,261,1497,0,82,0,8399,3640
2002-07-01,328,619,365,136,3379,75,86,478,2218,2277,277,2072,11,128,208,5,229,10,303,164,3485,334,899,59,484,239,280,1515,0,82,0,8367,3580
2002-08-01,328,614,380,142,3428,75,86,478,2241,2287,275,2065,11,123,209,5,230,10,310,167,3497,332,881,60,483,239,273,1535,0,85,0,8307,3680
2002-09-01,336,608,371,142,3477,76,91,477,2233,2293,271,2058,12,125,210,5,233,11,318,169,3499,349,845,60,481,238,286,1521,0,88,0,8219,3620
2002-10-01,346,594,371,139,3527,80,100,468,2217,2284,266,2035,13,133,211,6,233,11,328,169,3483,368,800,59,482,236,278,1510,0,89,0,8326,3610
2002-11-01,354,561,384,136,3579,77,105,468,2221,2308,262,2029,13,137,209,6,235,11,335,169,3449,380,766,60,481,234,287,1494,0,90,0,8503,3490
2002-12-01,357,524,375,133,3635,78,104,468,2241,2354,259,2022,13,135,206,6,234,11,344,171,3399,382,752,61,478,233,292,1471,0,90,0,8623,3600
2003-01-01,358,514,374,137,3692,75,98,460,2276,2277,256,2116,12,127,202,6,235,11,348,172,3334,386,749,62,469,233,299,1486,6,94,0,8508,3620
2003-02-01,357,488,380,143,3744,74,94,457,2275,2276,254,2108,12,122,202,6,236,11,356,175,3294,388,764,64,463,233,280,1502,6,94,0,8622,3500
2003-03-01,356,479,386,147,3785,74,92,456,2272,2286,254,2099,13,122,207,7,238,11,368,178,3272,390,778,65,458,235,295,1484,6,96,0,8572,3620
2003-04-01,357,471,390,153,3813,72,93,458,2236,2308,255,2051,15,123,214,7,239,11,380,184,3265,395,773,65,451,238,295,1458,6,99,0,8849,3640
2003-05-01,356,469,395,160,3829,75,93,457,2217,2309,253,2067,15,127,218,7,240,12,388,189,3279,402,766,65,448,239,292,1436,5,99,0,8988,3630
2003-06-01,356,462,391,161,3836,74,96,458,2263,2324,255,2075,14,133,215,7,239,12,394,190,3305,403,756,64,448,238,297,1483,5,102,0,9280,3610
2003-07-01,358,450,412,155,3838,71,99,458,2284,2328,255,2034,14,138,209,7,238,13,403,188,3339,395,752,64,451,234,300,1481,5,101,0,8991,3480
2003-08-01,356,440,400,155,3837,69,100,458,2288,2319,253,2037,14,139,203,8,238,13,408,187,3348,392,755,65,457,232,318,1476,5,105,0,8900,3380
2003-09-01,362,429,408,158,3836,61,99,460,2281,2367,253,2036,15,133,199,8,238,13,413,188,3333,397,754,65,452,231,305,1449,5,104,0,8918,3440
2003-10-01,370,417,419,163,3836,63,94,468,2270,2398,255,1995,16,122,195,8,237,13,422,191,3313,404,775,64,456,231,320,1442,5,103,0,8758,3380
2003-11-01,375,417,413,166,3837,64,94,469,2260,2415,258,1993,15,117,193,8,237,13,430,196,3308,402,814,64,463,232,339,1436,5,103,0,8588,3410
2003-12-01,384,416,419,168,3842,72,96,470,2287,2446,258,1991,15,119,189,9,237,12,439,202,3330,391,825,64,478,233,328,1418,5,104,0,8315,3270
2004-01-01,391,419,441,166,3850,72,103,541,2279,2436,258,2005,14,127,186,9,240,12,443,218,3366,381,842,64,486,233,327,1393,5,99,0,8356,3260
2004-02-01,388,420,439,163,3967,67,104,531,2252,2445,258,1949,13,131,183,9,241,12,445,216,3348,387,740,64,492,233,353,1395,5,99,0,8222,3290
2004-03-01,375,422,416,159,4030,65,103,528,2235,2447,259,1994,14,130,179,10,242,11,455,218,3321,387,765,65,494,233,349,1401,5,97,0,8464,3170
2004-04-01,346,421,434,158,4041,64,97,521,2272,2438,258,1952,16,125,176,10,241,11,471,218,3257,395,836,64,497,234,335,1403,5,100,0,8175,3200
2004-05-01,342,415,435,155,4053,67,94,519,2258,2438,257,1976,16,124,173,10,246,11,476,210,3226,411,766,63,492,233,356,1403,5,101,0,8218,3100
2004-06-01,359,406,418,159,4068,64,92,515,2272,2437,256,1903,16,123,172,10,250,12,478,199,3212,419,814,63,483,231,345,1398,5,102,0,8290,3110
2004-07-01,391,391,418,163,4086,65,91,515,2243,2437,254,1906,16,126,172,10,251,12,467,201,3180,415,787,61,476,229,336,1379,5,102,0,8150,3240
2004-08-01,409,385,429,163,4110,70,91,513,2248,2444,254,1863,16,128,171,10,256,12,464,213,3150,428,824,63,472,227,339,1371,5,106,0,7986,3180
2004-09-01,409,385,425,163,4139,68,94,511,2225,2457,254,1922,18,130,170,10,258,12,465,223,3130,431,788,63,470,224,366,1378,5,105,0,7934,3070
2004-10-01,387,395,435,158,4173,68,97,510,2198,2477,253,1927,18,133,170,10,265,11,472,219,3125,433,800,63,467,223,332,1396,5,105,0,8032,3030
2004-11-01,373,393,425,154,4209,63,97,511,2184,2488,252,1963,19,132,167,10,267,11,473,214,3099,433,788,62,463,225,351,1407,5,104,0,7933,2980
2004-12-01,372,384,409,154,4247,63,97,507,2143,2469,251,1882,19,129,162,10,271,11,486,213,3080,441,789,64,459,227,350,1417,5,105,0,7919,2960
2005-01-01,381,368,423,153,4285,61,92,500,2104,2433,251,1879,18,122,155,10,277,11,488,212,3034,445,775,65,451,227,327,1421,5,106,1981,7768,2960
2005-02-01,392,357,419,151,4340,62,91,494,2062,2420,250,1922,18,119,150,10,283,11,499,212,3041,449,793,66,445,225,365,1394,5,106,1970,8037,3050
2005-03-01,396,350,413,151,4379,58,95,496,2046,2432,249,1902,19,115,147,9,290,12,499,215,3071,454,787,65,442,222,339,1385,5,109,2001,7697,2980
2005-04-01,388,344,413,150,4480,56,101,494,2042,2461,247,1912,20,111,146,10,300,12,499,223,3075,462,706,62,435,220,354,1411,4,110,2043,7675,2970
2005-05-01,395,338,403,145,4497,53,105,494,1983,2483,245,1836,21,109,142,9,303,12,500,229,3087,462,720,60,431,219,373,1409,4,110,2104,7611,3000
2005-06-01,390,332,409,143,4505,53,104,495,1924,2486,244,1896,21,109,135,9,303,11,491,231,3090,469,700,60,425,217,386,1392,4,110,2093,7494,2830
2005-07-01,392,326,401,143,4505,52,103,498,1853,2485,240,1827,19,108,126,9,307,11,490,226,3074,482,661,63,418,216,378,1385,4,114,2067,7459,2950
2005-08-01,390,325,406,136,4490,51,101,501,1809,2487,237,1823,19,108,119,9,311,10,485,224,3045,482,647,66,417,215,370,1398,4,112,2041,7345,2860
2005-09-01,395,327,407,131,4455,52,99,501,1790,2505,236,1883,19,106,115,9,312,11,484,226,3021,488,632,70,421,214,348,1477,4,109,2073,7594,2800
2005-10-01,390,333,405,124,4407,51,97,495,1827,2528,233,1893,19,101,112,9,310,11,484,232,2975,487,682,72,419,214,376,1529,4,107,2100,7402,2940
2005-11-01,390,329,405,121,4354,48,98,481,1864,2538,233,1836,19,96,110,9,314,11,479,229,2898,487,669,73,412,214,341,1552,5,107,2131,7582,3000
2005-12-01,391,324,401,119,4306,46,100,476,1886,2545,230,1832,19,93,106,10,313,12,476,227,2795,476,656,71,405,214,367,1541,5,104,2110,7269,2900
2006-01-01,389,316,412,119,4270,45,103,469,1897,2547,228,1778,20,92,103,9,316,12,459,228,2654,470,687,68,394,212,376,1551,5,98,2077,7054,2940
2006-02-01,394,309,392,122,4243,42,104,472,1889,2549,225,1783,19,90,98,9,311,12,455,231,2546,465,725,66,384,210,336,1574,5,95,2068,7227,2740
2006-03-01,397,305,403,121,4214,44,104,460,1892,2544,223,1744,18,87,94,10,311,12,444,229,2484,468,690,65,375,208,353,1611,5,92,2012,7035,2760
2006-04-01,403,308,373,121,4173,42,104,457,1870,2532,221,1716,17,80,90,9,308,12,432,214,2432,466,711,65,369,207,369,1645,5,89,2018,7112,2720
2006-05-01,406,312,377,119,4123,44,104,449,1847,2510,218,1702,17,76,88,9,311,11,430,205,2379,468,711,63,360,205,339,1662,5,90,1918,6935,2710
2006-06-01,394,318,381,116,4072,43,107,443,1823,2505,215,1625,17,73,87,9,317,11,413,212,2324,466,691,62,352,204,333,1662,5,86,1959,6982,2830
2006-07-01,370,323,363,112,4035,41,111,436,1810,2507,210,1592,15,72,89,9,320,11,411,211,2288,473,755,60,347,203,334,1663,5,85,1955,7222,2740
2006-08-01,359,322,365,109,4008,40,114,433,1809,2496,209,1623,15,71,88,9,321,11,402,200,2251,472,725,58,342,201,335,1663,5,81,1986,7100,2740
2006-09-01,366,313,366,106,3979,39,110,429,1790,2448,212,1621,16,71,85,10,322,10,398,199,2199,492,749,57,335,199,318,1662,5,76,1937,6887,2740
2006-10-01,370,299,344,104,3940,40,105,425,1806,2411,212,1614,17,72,79,10,326,10,397,199,2136,500,712,55,330,197,317,1644,5,71,1917,6667,2730
2006-11-01,375,295,343,106,3884,38,103,445,1823,2379,208,1594,16,72,76,10,324,10,396,200,2053,500,712,56,324,195,316,1665,5,69,1936,6877,2660
2006-12-01,371,288,334,112,3815,35,107,443,1829,2378,204,1505,17,73,75,10,315,11,388,203,1964,497,721,55,315,193,308,1671,5,71,1995,6770,2660
2007-01-01,369,275,314,121,3737,35,111,439,1832,2396,200,1507,17,75,64,9,303,12,382,205,1855,500,659,55,306,191,317,1689,5,69,1965,7110,2670
2007-02-01,368,265,299,115,3659,34,114,437,1810,2390,197,1456,16,75,67,9,304,12,380,201,1768,504,686,54,298,189,299,1689,5,67,2004,6944,2700
2007-03-01,372,254,292,108,3595,34,115,439,1797,2361,193,1458,15,73,67,9,306,12,364,202,1692,501,658,52,293,186,310,1682,5,65,1982,6720,2690
2007-04-01,387,246,295,103,3548,34,117,429,1786,2320,191,1410,15,70,67,9,306,11,356,210,1643,507,675,51,293,184,295,1650,5,63,2044,6854,2590
2007-05-01,384,243,285,104,3511,34,116,414,1771,2290,189,1474,15,68,66,9,302,11,355,214,1598,501,651,49,294,183,286,1631,5,61,2039,6735,2530
2007-06-01,362,243,272,107,3481,32,116,413,1796,2260,189,1448,14,67,65,9,303,10,349,207,1564,496,656,49,297,183,297,1611,5,63,2050,6932,2440
2007-07-01,343,245,280,115,3457,29,114,412,1813,2274,198,1548,16,68,65,9,310,10,358,208,1548,497,628,49,301,183,282,1618,5,64,2031,7187,2400
2007-08-01,330,242,264,115,3437,28,114,413,1856,2258,197,1498,17,67,64,9,310,11,349,207,1530,497,612,47,302,184,293,1621,5,63,2048,7080,2470
2007-09-01,323,236,255,119,3414,27,115,413,1864,2220,186,1497,16,65,63,9,316,11,347,198,1502,484,609,47,297,183,296,1602,4,62,2072,7203,2600
2007-10-01,331,228,265,107,3382,27,119,412,1889,2165,182,1501,16,62,61,9,322,10,343,192,1466,486,583,48,287,181,304,1583,4,61,2104,7177,2640
2007-11-01,336,218,248,106,3338,28,123,396,1940,2120,181,1539,14,61,61,9,333,10,339,187,1424,484,581,48,280,178,291,1551,5,63,2084,7264,2550
2007-12-01,341,218,243,96,3284,28,124,397,2000,2095,179,1616,15,64,62,9,340,10,334,177,1371,474,574,49,277,176,291,1561,5,63,2059,7668,2510
2008-01-01,340,222,244,93,3228,30,125,390,2081,2088,176,1622,15,71,63,9,327,10,331,176,1299,467,570,50,275,174,291,1576,5,63,2068,7674,2610
2008-02-01,333,221,239,92,3178,30,125,395,2137,2066,173,1642,15,74,63,9,317,10,314,179,1237,460,567,48,271,172,285,1584,5,63,2139,7504,2680
2008-03-01,319,215,222,94,3136,30,130,407,2168,2070,170,1591,15,74,62,9,312,10,312,169,1199,467,566,47,268,170,283,1625,5,61,2121,7823,2580
2008-04-01,309,213,236,96,3099,31,132,397,2300,2077,168,1683,14,72,61,10,316,10,318,159,1193,463,539,45,269,170,274,1599,5,62,2091,7648,2630
2008-05-01,305,210,224,101,3061,26,139,364,2404,2077,167,1677,14,74,64,10,320,10,320,157,1182,469,565,45,269,170,283,1651,5,67,2106,8352,2650
2008-06-01,326,205,228,107,3013,29,149,373,2498,2097,166,1692,14,76,73,10,318,10,319,159,1157,478,554,45,261,170,325,1693,5,71,2194,8532,2680
2008-07-01,360,200,226,109,2956,36,163,377,2558,2113,163,1631,14,80,86,11,318,10,315,161,1130,473,543,45,249,171,303,1774,6,72,2281,8968,2630
2008-08-01,368,194,221,114,2904,44,175,382,2650,2139,162,1663,14,87,98,11,327,10,310,166,1115,485,529,45,240,173,289,1816,6,74,2256,9456,2710
2008-09-01,354,188,225,113,2871,48,182,382,2776,2154,163,1677,15,96,108,11,330,10,316,167,1100,483,529,44,235,175,314,1850,7,75,2352,9535,2640
2008-10-01,329,182,224,115,2866,49,190,386,2987,2177,161,1709,15,110,117,11,335,10,314,170,1097,480,558,44,233,178,310,1917,7,77,2456,10038,2530
2008-11-01,317,180,235,126,2887,53,199,397,3204,2231,160,1725,14,120,128,11,343,11,315,186,1125,481,532,44,235,180,343,1975,8,79,2682,10546,2670
2008-12-01,328,191,247,139,2929,65,211,417,3443,2297,161,1665,15,129,138,12,349,10,321,198,1160,500,564,44,241,184,334,2033,9,79,2786,11297,2930
2009-01-01,357,200,279,143,2982,72,234,455,3692,2376,162,1778,15,141,150,12,369,11,326,195,1229,515,571,47,254,189,334,2112,10,82,2925,12039,2870
2009-02-01,376,211,295,151,3031,76,253,454,3911,2458,166,1787,16,156,164,12,387,11,334,192,1281,525,612,51,269,196,378,2218,11,79,3029,12858,3050
2009-03-01,386,220,309,160,3074,82,269,455,4081,2530,170,1867,18,169,178,12,401,11,342,209,1319,540,587,54,283,203,382,2282,12,81,3186,13410,3240
2009-04-01,378,221,327,172,3112,86,283,462,4149,2587,175,1824,21,180,193,12,404,12,361,221,1317,553,586,57,292,210,383,2386,12,83,3273,13842,3300
2009-05-01,370,224,342,190,3147,89,293,465,4176,2626,179,1808,22,191,206,12,405,12,367,221,1321,565,603,60,301,215,438,2431,13,86,3260,14493,3410
2009-06-01,376,231,347,185,3174,91,296,475,4153,2626,180,1872,23,200,215,12,412,12,374,229,1342,577,602,64,312,219,414,2451,12,85,3170,14749,3450
2009-07-01,380,240,364,186,3186,97,299,488,4165,2623,181,1926,22,207,221,12,424,12,391,237,1380,590,644,67,326,221,407,2434,12,86,3117,14620,3630
2009-08-01,383,249,391,199,3176,100,303,492,4215,2643,182,1942,22,210,227,12,438,12,398,240,1398,600,644,67,339,223,428,2423,12,84,3163,14876,3580
2009-09-01,381,258,391,212,3149,98,313,506,4280,2676,187,2002,24,211,234,11,440,12,408,241,1407,607,668,67,353,224,431,2435,12,84,3109,15046,3560
2009-10-01,379,265,381,219,3112,104,314,513,4317,2737,190,2005,26,215,241,11,448,12,412,239,1411,608,652,67,365,227,427,2429,13,88,3033,15382,3420
2009-11-01,386,278,404,208,3074,107,315,530,4332,2754,193,2002,27,219,247,11,443,12,423,232,1443,603,660,67,376,229,427,2430,13,90,2948,15201,3470
2009-12-01,403,291,397,207,3042,118,314,536,4384,2740,195,2052,27,221,252,11,449,13,434,225,1506,607,654,66,383,230,443,2412,13,94,2903,15055,3420
2010-01-01,420,313,404,210,3016,127,312,556,4449,2680,200,2060,27,219,251,11,459,12,444,218,1670,607,668,69,397,231,446,2476,13,93,2964,14987,3350
2010-02-01,421,325,414,222,2991,133,310,574,4493,2696,205,2099,27,217,265,11,473,12,443,213,1685,620,665,70,400,229,438,2501,13,100,2926,15061,3310
2010-03-01,417,331,406,226,2957,135,312,586,4555,2700,210,2058,27,217,269,11,479,12,440,210,1683,623,686,72,399,227,435,2492,13,99,2950,15192,3390
2010-04-01,410,338,383,227,2909,131,320,600,4639,2694,215,2119,27,216,274,10,475,12,432,214,1662,640,633,76,395,226,459,2475,13,100,2828,15316,3370
2010-05-01,406,342,387,223,2856,124,326,616,4673,2691,220,2094,26,213,277,10,475,11,434,210,1654,649,649,77,391,225,433,2447,13,100,2760,14888,3390
2010-06-01,409,345,376,224,2806,116,324,628,4696,2672,225,2053,27,210,278,10,471,11,434,197,1646,666,638,77,390,225,407,2441,13,100,2676,14548,3420
2010-07-01,413,345,380,222,2769,107,322,638,4655,2663,225,2028,26,205,278,10,471,12,438,198,1632,664,655,76,387,224,434,2415,13,98,2625,14490,3310
2010-08-01,409,353,376,223,2746,105,324,648,4686,2683,229,1996,26,203,276,10,466,12,437,206,1625,662,661,76,382,222,415,2408,13,95,2712,14694,3340
2010-09-01,406,368,366,225,2729,103,336,670,4694,2677,235,2012,25,200,274,10,467,12,433,204,1638,656,642,76,381,218,418,2445,13,96,2682,14571,3390
2010-10-01,397,381,372,226,2712,100,346,695,4695,2658,240,2073,25,195,272,11,464,12,429,195,1642,646,642,78,375,216,411,2467,13,94,2645,14612,3360
2010-11-01,386,391,363,227,2687,93,350,711,4713,2656,243,2011,25,190,268,11,463,12,431,186,1629,656,664,80,370,215,396,2470,13,97,2528,15082,3320
2010-12-01,374,392,369,230,2650,98,351,731,4753,2652,246,1986,26,183,264,11,466,12,433,190,1622,653,631,81,369,215,400,2495,14,92,2518,14332,3220
2011-01-01,353,387,363,228,2599,101,342,748,4767,2644,248,1974,28,176,260,11,472,12,430,205,1605,654,658,81,367,215,400,2464,14,89,2500,13954,3200
2011-02-01,340,378,361,228,2544,97,336,767,4789,2641,250,1942,29,173,253,11,473,12,425,210,1596,654,631,81,366,214,388,2452,14,83,2424,13798,3110
